User,Date,post_text,quotedPost_text,Reply_count,Repost_count,Like_count,View_count
@sinar_lampung,2026-01-08-10:51:27,"Kenyang Semu di Piring Siswa, Menguak Modus &#8216;Sunat&#8217; Anggaran Makan Bergizi Gratis",,0,0,0,20
@masselaa_,2026-01-08-10:51:15,"Negara tak boleh menunggu anak lapar untuk bertindak. Prabowo menyampaikan komitmen penuh bahwa Program Makan Bergizi Gratis akan menjangkau semua desa pada Desember 2026. Kebijakan ini soal keadilan, bukan sekadar program.",,0,0,0,23
@Chipschocho8Cho,2026-01-08-10:50:39,"SPPG Pasar Muaradua OKU Selatan mulai beroperasi untuk mendukung program MBG. Langkah konkret memastikan distribusi Makan Bergizi Gratis semakin merata, dari pasar hingga ke meja makan masyarakat.",,0,0,0,14
@Chipschocho8Cho,2026-01-08-10:48:55,"Komitmen Presiden Prabowo jelas: MBG bukan janji kosong. Semua desa ditargetkan mendapat program Makan Bergizi Gratis pada Desember 2026. Langkah nyata untuk generasi sehat, kuat, dan masa depan Indonesia yang lebih baik.",,0,0,0,34
@alinnabashira,2026-01-08-10:43:26,"Alhamdulilah, hari ini sesuai arahan Program Makan Bergizi Gratis serentak beroperasi, salah satunya SPPG Pasar Muaradua OKU selatan",,0,0,0,29
@CitraAnanda_CA,2026-01-08-10:42:53,"Dengan penuh rasa syukur, Hanania menyampaikan apresiasi atas program Makan Bergizi Gratis di sekolahnya. Dukungan dari Bapak Presiden dan seluruh pihak terkait sangat dirasakan manfaatnya oleh para siswa untuk menjaga kebugaran selama kegiatan belajar mengajar.",,0,0,0,16
@Bahrululum977,2026-01-08-10:41:09,Pengawasan Ketat Program Makan Bergizi Gratis Sumut,,0,0,0,12
@BerseriJuni,2026-01-08-10:40:59,"Dari kelas ke kebijakan nasional. Prabowo kembali menegaskan janji: seluruh desa akan mendapat Program Makan Bergizi Gratis pada Desember 2026. Saat negara serius urus gizi, kita sedang menyiapkan generasi yang lebih kuat dan setara.",,0,0,0,16
@Bahrululum977,2026-01-08-10:40:43,Dukung Program Makan Bergizi Gratis,,0,0,0,6
@momysweety,2026-01-08-10:39:46,Kabar gembira untuk seluruh pelosok negeri! Presiden Prabowo menargetkan seluruh desa di Indonesia sudah mendapatkan jatah Makan Bergizi Gratis (MBG) per Desember 2026. Sebuah langkah besar untuk memajukan kualitas hidup anak-anak sekolah secara merata,,0,0,0,115
@lapas_cianjur,2026-01-08-10:39:29,"Ia menekankan pentingnya pelaksanaan program kerja yang selaras dengan 15 Aksi Kementerian Imigrasi dan Pemasyarakatan,penguatan ketahanan pangan, koordinasi pelaksanaan Makan Bergizi Gratis (MBG) di Lapas dan Rutan,serta penguatan Koperasi Merah Putih Warga Binaan Pemasyarakatan",,1,0,0,20
@Siapadula,2026-01-08-10:36:59,Presiden Prabowo Subianto menargetkan seluruh desa di Indonesia menerima program Makan Bergizi Gratis (MBG) pada Desember 2026. Langkah ini memperkuat komitmen pemerintah dalam meningkatkan kualitas gizi anak bangsa demi mewujudkan Indonesia Emas.,,0,0,0,54
@bdg1203,2026-01-08-10:29:03,"Apresiasi tulus dari para siswa di SPPG Makmur Jaya Cijambu untuk Bapak Prabowo Subianto. Lewat program Makan Bergizi Gratis, kesehatan dan asupan nutrisi siswa jadi lebih terjamin. Anak-anak sehat, Indonesia hebat!",,0,0,0,30
@Rian__Az,2026-01-08-10:26:20,"Presiden Prabowo menegaskan komitmen Program Makan Bergizi Gratis.

Semua desa ditargetkan menerima MBG pada Desember 2026.

Bagi siswa, MBG bukan sekadar makan siang—ini tentang gizi, semangat belajar, dan masa depan yang lebih baik.",,0,0,1,126
@Yudagosahh,2026-01-08-10:23:55,SPPG Pasar Muaradua OKU Selatan mulai beroperasi dukung penuh Program Makan Bergizi GratisLangkah nyata memperkuat rantai distribusi pangan sehat sekaligus membuka peluang kerja di daerahMBG bukan sekadar program bantuan tapi investasi untuk masa depan generasi Indonesia,,0,0,0,23
@Speedtrap_,2026-01-08-10:23:06,"#MBG#MBG  Ngebut di 2026, Saham Ini Bisa Ikut Cuan

Pemerintah menegaskan tidak ada revisi atau perubahan APBN 2026, termasuk program Makan Bergizi Gratis (MBG). Hal ini dinilai akan menguntungkan sejumlah emiten di sektor poultry sampai susu.

 share.google/YsMBnJoC5Lzee1
… …",,0,0,0,90
@Wage_Esuk,2026-01-08-10:22:56,"Program Makan Bergizi Gratis terus melaju dengan penuh semangat! Prabowo memberikan janji yang menggembirakan bahwa pada Desember 2026 mendatang, setiap desa di seluruh Indonesia akan merasakan manfaatnya. Langkah ini akan membawa perubahan luar biasa bagi kesehatan dan Gizi",,0,0,0,24
@Yudagosahh,2026-01-08-10:22:27,Presiden Prabowo menegaskan komitmen negara lewat Program Makan Bergizi GratisTargetnya jelas Desember 2026 semua desa sudah merasakan manfaat MBGLangkah nyata membangun generasi sehat sekaligus memperkuat masa depan Indonesia,,0,0,0,59
@lxatibule,2026-01-08-10:22:11,"Janji semua desa kebagian MBG Desember 2026 itu bukan sekadar omongan kalau lihat progres di lapangan. Dari sekolah ke sekolah, anak-anak dapet makan bergizi, guru tenang, orang tua ngerasa terbantu, pelan tapi pasti",,0,0,0,555
@Linda_Irfanti,2026-01-08-10:20:05,"Pemerintah menegaskan tidak ada revisi atau perubahan APBN 2026, termasuk program Makan Bergizi Gratis (MBG). Hal ini dinilai akan menguntungkan sejumlah emiten di sektor poultry sampai susu.",,0,0,0,39
@diyarablues,2026-01-08-10:19:45,"Presiden Prabowo Subianto menargetkan seluruh desa di Indonesia mendapat pasokan makan bergizi gratis (MBG) maksimal Desember 2026. Dalam satu tahun pelaksanaan, penerima MBG sudah tembus 55 juta orang.",,0,0,0,60
@Rimba1112,2026-01-08-10:17:50,Program Makan Bergizi Gratis (MBG) menunjukkan komitmen pemerintah dalam pemerataan kesejahteraan. Target seluruh desa menerima manfaat pada Desember 2026 menjadi langkah strategis membangun kualitas sumber daya manusia.,,0,0,0,157
@gariisbawah,2026-01-08-10:17:19,"Wajah ceria Hanania dari SMP Al Huda Kediri menunjukkan betapa berartinya dukungan nutrisi bagi siswa. Dengan Makan Bergizi Gratis, semangat belajar jadi makin tinggi. Terima kasih Bapak Prabowo Subianto dan tim atas perhatian nyata bagi kesehatan kami di sekolah.",,0,0,0,40
@emykebrangas,2026-01-08-10:16:57,"Operasional SPPG Pasar Muaradua OKU Selatan jadi bagian penguatan ekosistem Program Makan Bergizi Gratis (MBG). Infrastruktur disiapkan, pelayanan mulai berjalan.",,0,0,0,72
@oxrth_,2026-01-08-10:16:16,"Testimoni positif datang dari Kediri! Program MBG (Makan Bergizi Gratis) disambut hangat oleh siswi SMP Al Huda. Dengan dukungan penuh dari berbagai instansi, diharapkan program ini terus berlanjut untuk menciptakan generasi emas Indonesia yang kuat dan cerdas.",,0,0,0,45
@emykebrangas,2026-01-08-10:15:59,Akses gizi merata jadi fondasi masa depan bangsa. Prabowo berjanji seluruh desa akan menerima Program Makan Bergizi Gratis (MBG) pada Desember 2026. Langkah besar untuk anak-anak Indonesia.,,0,0,2,126
@faniaSeja,2026-01-08-10:14:24,"Presiden Prabowo Subianto dalam acara di Karawang, Jawa Barat, pada 7 Januari 2026. Program Makan Bergizi Gratis (MBG) dipercepat pelaksanaannya di 2026 dengan anggaran Rp335 triliun. Ini bukan sekadar program, ini cinta nyata untuk rakyat kecil. 🇮🇩",,0,0,0,29
@faniaSeja,2026-01-08-10:14:17,"Presiden Prabowo Subianto menyampaikan target program Makan Bergizi Gratis (MBG) akan menjangkau seluruh desa di Indonesia paling lambat Desember 2026. Saat ini, program ini telah mencapai 55 juta penerima manfaat. Di harapkan menjadi dasar utama memperbaiki gizi Indonesia 🇮🇩",,0,0,0,27
@malesiiin,2026-01-08-10:14:05,Wajah-wajah ceria siswa di SPPG Makmur Jaya Cijambu menyambut program Makan Bergizi Gratis! Mereka tampak sangat antusias menikmati hidangan sehat yang diberikan. Terima kasih Bapak Presiden Prabowo Subianto atas perhatiannya terhadap gizi anak-anak sekolah.,,0,0,0,52
@putrapostdaily,2026-01-08-10:12:47,"Mensos Gus Ipul Beri Kabar Gembira: Presiden Prabowo Setujui Makan Bergizi Gratis untuk Lansia dan Disabilitasromisaputra.com/2026/01/mensos
… …#presidenprabowo#presidenprabowo ",,0,0,2,12
@AlwiHusin,2026-01-08-10:10:17,"Temuan Indonesia Corruption Watch (ICW) 
dan analisis pengamat mengungkap bahwa 
program Makan Bergizi Gratis (MBG) lebih 
banyak menguntungkan orang-orang 
yang dekat dengan kekuasaan.

(BBC News Indonesia)",,0,1,0,80
@denisaanggi_,2026-01-08-10:09:55,"Dukungan daerah terhadap MBG semakin terlihat dengan beroperasinya SPPG Pasar Muaradua. Langkah ini memastikan distribusi makan bergizi tidak hanya terpusat, tapi menjangkau masyarakat secara langsung",,0,0,0,26
@Verdianhaganta,2026-01-08-10:08:27,"Prabowo menegaskan komitmen MBG bukan sekadar wacana. Targetnya jelas, seluruh desa bisa merasakan manfaat makan bergizi gratis paling lambat Desember 2026, agar tidak ada anak yang tertinggal soal gizi",,0,1,0,16
@UpdateNegri,2026-01-08-10:08:18,"SPPG Pasar Muaradua di OKU Selatan kini resmi beroperasi untuk mendukung Program Makan Bergizi Gratis! 🙌Langkah strategis ini diharapkan bisa meningkatkan kualitas gizi masyarakat, khususnya pelajar dan ibu hamil, demi generasi sehat dan unggul 💪🇮🇩",,0,0,0,15
@oliviaureel,2026-01-08-10:08:16,"Program MBG terus mendapatkan dukungan dari berbagai daerah. SPPG Pasar Muaradua Oku Selatan kini mulai beroperasi, menjadi bagian penting dalam rangka memastikan kelancaran dan efektivitas pelaksanaan Makan Bergizi Gratis.",,0,0,0,17
@Verdianhaganta,2026-01-08-10:08:12,SPPG Pasar Muaradua OKU Selatan mulai beroperasi menjadi bukti bahwa program MBG terus bergerak hingga ke daerah. Infrastruktur disiapkan agar layanan makan bergizi berjalan nyata dan tepat sasaran,,0,0,0,11
@nabirenet,2026-01-08-10:07:52,"Kawal Program Makan Bergizi Gratis, Danrem 173/PVB Tinjau Kesiapan Dapur SPPG di Nabire 

Baca selengkapnya di Nabire.Net nabire.net/kawal-program-
… …#MBG#MBG  #MakanBergiziGratis#MakanBergiziGratis  #Danrem173#Danrem173  #TNIAD#TNIAD  #PapuaTengah#PapuaTengah  #Nabire#Nabire  #GiziAnakPapua#GiziAnakPapua  #AstaCita#AstaCita  #NabireNet#NabireNet ",,0,0,0,40
@SemadKinclong,2026-01-08-10:07:10,"Makan Bergizi Gratis dipastikan akan menjangkau seluruh desa pada Desember 2026. Komitmen Presiden Prabowo ini jadi bukti keseriusan negara memastikan anak-anak Indonesia tumbuh sehat, cerdas, dan punya peluang masa depan yang lebih baik 💪✨",,0,1,0,56
@SemadKinclong,2026-01-08-10:07:04,"Pasar Muaradua OKU Selatan resmi beroperasi dan siap mendukung penuh pelaksanaan program Makan Bergizi Gratis. Dengan fasilitas yang lebih siap, distribusi pangan untuk anak-anak sekolah bisa berjalan lancar dan tepat sasaran 🙌",,0,0,0,22
@RanikaAnanda,2026-01-08-10:05:00,"Presiden Prabowo Subianto menyampaikan terkait pelaksanaan program Makan Bergizi Gratis di Indonesia, beliau berjanji bahwa semua desa di Indonesia akan mendapatkan MBG paling lambat pada Desember 2026.
Sekarang pemerintah dan BGN terus memperluas jangkauan penerima manfaat MBG.",,0,1,0,86
@silent_night21,2026-01-08-10:04:21,"Program Makan Bergizi Gratis membantu menciptakan lingkungan sekolah yang sehat, anak-anak belajar pentingnya pola makan sehat, MBG menumbuhkan kebiasaan hidup sehat.

~kawal MBG~",,0,0,0,34
@maudy_apa,2026-01-08-10:03:00,"Testimoni Hanania, siswi SMP Al Huda Kediri, tentang program Makan Bergizi Gratis. 
Program ini sangat membantu meningkatkan kesehatan & semangat belajar siswa. Terima kasih Pak @prabowo@prabowo  atas perhatiannya terhadap gizi anak bangsa demi menyongsong Indonesia Emas 2045",,0,1,0,41
@Putra_Pragib,2026-01-08-10:02:31,Program makan bergizi gratis membantu menjaga konsistensi energi anak sepanjang hari. #makanbergizigratis#makanbergizigratis ,,0,0,0,9
@BOBBY_1459,2026-01-08-10:02:15,"Presiden Prabowo  menargetkan seluruh desa di Indonesia sudah menerima jatah program Makan Bergizi Gratis (MBG) pada Desember 2026. Langkah ini menjadi upaya besar pemerintah dalam memerangi stunting dan meningkatkan kualitas sumber daya manusia sejak dini secara merata.
_",,0,1,0,23
@Luiz_mart1n,2026-01-08-10:01:20,"MBG atau Makan Bergizi Gratis menjadi salah satu program penting Presiden Prabowo. Beliau bahkan berjanji agar semua desa di Indonesia dapat menerima jatah MBG pada Desember 2026 mendatang, guna mendukung kesehatan dan nutrisi masyarakat luas.",,0,0,0,164
@anyong_bswan,2026-01-08-10:00:03,Beroperasinya SPPG Pasar Muaradua OKU Selatan menjadi bukti kesiapan infrastruktur pangan lokal untuk menyukseskan program Makan Bergizi Gratis. Kolaborasi pusat dan daerah ini membuka peluang gizi merata sekaligus menggerakkan ekonomi setempat.,,0,0,0,22
@RanikaAnanda,2026-01-08-10:00:03,"Berkat adanya program Makan Bergizi Gratis, antusiasme dan semangat belajar anak anak Indonesia semakin tumbuh.
Program MBG berhasil membawa warna dan harapan bagi anak anak, untuk bisa tumbuh sehat dan kuat untuk masa depan mereka.@prabowo@prabowo ",,0,0,0,24
@Ramay4na,2026-01-08-10:00:01,"Fokus utama MBG satu! Anak Indonesia dapat gizi layak, no debat!! 

Namun Program Makan Bergizi Gratis (MBG) rame disebut-sebut bakal jadi “booster” buat emiten poultry sampai susu. Saham sektor ini diprediksi auto diuntungkan",,0,1,1,53
@mel91420208,2026-01-08-10:00:01,"💝 Ucapan terima kasih dari Hanania Rafifah dari SMP Al Huda Kota Kediri untuk Program Makan Bergizi Gratis (MBG)!

Semoga program ini terus berlanjut untuk banyak siswa lainnya! 🙏✨",,0,1,3,75
@andita_cp19086,2026-01-08-10:00:00,"Program Makan Bergizi Gratis (MBG) bakal menjangkau semua desa di Indonesia pada Desember 2026, sesuai janji Prabowo! Langkah ini diharapkan bisa tingkatkan status gizi anak-anak dan dukung kesejahteraan keluarga di pelosok tanah air. #MBG#MBG  #PembangunanNegara#PembangunanNegara ",,0,0,0,10
@anyong_bswan,2026-01-08-10:00:00,"Komitmen negara untuk hadir sampai ke pelosok terus dibuktikan. Program Makan Bergizi Gratis bukan sekadar janji, tapi langkah nyata memastikan setiap anak Indonesia tumbuh sehat dan kuat. Target seluruh desa mendapat jatah MBG pada Desember 2026 menunjukkan keseriusan",,0,0,0,117
@ardi_anz4,2026-01-08-09:55:45,Presiden menyampaikan percepatan program Makan Bergizi Gratis yang akan ngebut di 2026 sebagai bentuk komitmen negara pada masa depan anak bangsa MBG menjadi motor penguatan gizi nasional sekaligus menggerakkan rantai pangan dari petani dapur penyedia hingga desa Program ini,,0,0,0,87
@matildapuutrii,2026-01-08-09:53:55,Makan bergizi gratis tingkatkan konsentrasi belajar anak,,0,0,0,4
@officialinews_,2026-01-08-09:50:46,"Menteri Sosial Saifullah Yusuf (Gus Ipul) mengungkapkan Kementerian Sosial menyiapkan program makan bergizi gratis (MBG) bagi lansia dan penyandang disabilitas dengan target lebih dari 100 ribu penerima. Program ini telah mendapat persetujuan Presiden Prabowo Subianto.

Selain",,0,0,0,179
@Dapurngebul00,2026-01-08-09:50:39,"Anak sehat hari ini adalah masa depan Indonesia.
Mari dukung Program Makan Bergizi Gratis untuk generasi yang lebih kuat.#MakanBergiziGratis#MakanBergiziGratis  #DukungMBG#DukungMBG  #GenerasiSehat#GenerasiSehat  #IndonesiaEmas2045#IndonesiaEmas2045 ",,0,0,1,18
@Dapurngebul00,2026-01-08-09:50:31,Mari dukung Program Makan Bergizi Gratis untuk generasi yang lebih kuat.#MakanBergiziGratis#MakanBergiziGratis  #DukungMBG#DukungMBG  #GenerasiSehat#GenerasiSehat  #IndonesiaEmas2045#IndonesiaEmas2045 ,,0,0,1,14
@Rizka_young22,2026-01-08-09:48:57,"Anggaran Makan Bergizi Gratis (MBG) tahun 2026 sekitar Rp. 355 triliun. 

Anggaran yang fantatis untuk negara super miskin yang banyak masalah dasar belum selesai. 

Coba bayangkan anggaran sebanyak itu dialokasikan untuk Dana Pendidikan, siswa 1 indonesia jadi peserta COC.",,0,0,0,57
@sppgtegalsari01,2026-01-08-09:48:10,"🍱Today's Menu – SPPG Tegalsari 01 Kota Tegal

Pada hari Kamis, 08 Januari 2025 program Makan Bergizi Gratis (MBG) di SPPG Tegalsari 01, terlaksana dengan total 2742 porsi yang didistribusikan ke 23 sekolah dan 14 posyandu.

Semoga menu yang kami hidangkan dapat memenuhi",,1,0,0,47
@Beritasatu,2026-01-08-09:38:39,"Kepala Badan Gizi Nasional (BGN) Dadan Hindayana menyiapkan menu khusus dan tenaga ahli gizi di tiap SPPG untuk mengoptimalkan nutrisi program Makan Bergizi Gratis (MBG) 2026, ujarnya pada Kamis (8/1/2026). Strategi ini melibatkan Kemenkes untuk menangani anak penderita stunting",,2,0,1,757
@lpsamarinda,2026-01-08-09:36:05,Berdayakan Warga Binaan Tersertifikasi. Lembaga Pemasyarakatan Kelas II A Samarinda Siap Wujudkan Dapur Sehat Guna Dukung Program Makan Bergizi Gratis#15ProgramAksi#15ProgramAksi  #LapaSamarinda#LapaSamarinda  #kemenimipas#kemenimipas  #guardandguide#guardandguide  #ditjenpas#ditjenpas  #pemasyarakatan#pemasyarakatan ,,0,0,0,33
@SudarsonoD58885,2026-01-08-09:36:05,"Jadi manfaat mbg itu untuk siapa??? Mohon maaf makanannya kurang bergizi walaupun namanya makan bergizi, dan yg punya/dapat kesempatan mengelola sppg ya orang2 penguasa. Rakyat ... dapat sich, ramah2nya 🤣🤣🤣",,0,0,0,99
@Nan4_ecia,2026-01-08-09:33:52,"Program Makan Bergizi Gratis membangun kualitas sumber daya manusia sejak dini.
Selain meningkatkan kesehatan anak, program ini juga menggerakkan ekonomi daerah melalui peran petani, nelayan, dan pelaku UMKM sebagai pemasok pangan.",,0,0,1,17
@Nan4_ecia,2026-01-08-09:33:40,"Membangun generasi emas membutuhkan sinergi semua pihak.
Program Makan Bergizi Gratis bukan hanya tentang makanan, tetapi tentang investasi masa depan anak-anak Indonesia.",,0,0,1,27
@Nan4_ecia,2026-01-08-09:33:25,"Saat gizi terpenuhi, semangat belajar pun menyala.
Program Makan Bergizi Gratis membantu anak-anak tetap sehat, fokus di kelas, dan berkembang secara optimal.",,0,0,1,21
@Nan4_ecia,2026-01-08-09:32:59,"Kesehatan anak adalah fondasi Indonesia Emas.
Melalui Program Makan Bergizi Gratis, negara memastikan setiap anak mendapatkan asupan nutrisi yang cukup agar tumbuh sehat, cerdas, dan siap menghadapi masa depan.",,0,0,1,35
@samudrafakta77,2026-01-08-09:27:15,"Program Makan Bergizi Gratis (MBG) 2026 resmi berjalan nasional mulai 8 Januari. Pemerintah mengoperasikan 19.188 dapur gizi di seluruh Indonesia, menandai dimulainya fase terbesar program gizi dalam sejarah kebijakan sosial nasional.",,1,0,0,31
@bharicool,2026-01-08-09:24:17,"Anak gw ga pernah makan MBG karena makanannya maaf ga enak 

Denger2 dr tetangga SPG 1 porsi 5000 bergizi Dr mana pak kalo gt kalo kebanyakan dana bancakan potong sana potong sini yang aktual nya 15 ribu",,0,0,0,10
@mestyati,2026-01-08-09:17:35,Setiap suapan bergizi adalah harapan. Dukung Program Makan Bergizi Gratis demi masa depan generasi penerus. 🍚🥛🇮🇩,,0,0,0,12
@TimurParadise,2026-01-08-09:16:43,Program Makan Bergizi Gratis merupakan komitmen penuh pemerintah untuk tingkatkan kualitas SDM bangsa.,,0,0,1,14
@TimurParadise,2026-01-08-09:15:32,Dukung kesuksesan program Makan Bergizi Gratis untuk generasi emas Indonesia.,,0,0,1,14
@TimurParadise,2026-01-08-09:14:02,Makan Bergizi Gratis adalah pondasi untuk membangun masa depan Indonesia yang lebih sehat dan sejahtera.,,0,0,1,5
@TasyaFahira18,2026-01-08-08:58:08,"Kabar Bahagia! Bersama Program Makan Bergizi Gratis, masa depan anak-anak jadi terjamin dan semakin tumbuh cerdas dan berinovasi.#FaktaIndonesia#FaktaIndonesia #MakanBergiziGratis#MakanBergiziGratis #DukungMakanBergiziGratis#DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis#DukungProgramMakanBergiziGratis ",,0,0,1,20
@TasyaFahira18,2026-01-08-08:58:07,"Kabar Bahagia! Bersama Program Makan Bergizi Gratis, masa depan anak-anak jadi terjamin dan semakin tumbuh cerdas dan berinovasi.#FaktaIndonesia#FaktaIndonesia #MakanBergiziGratis#MakanBergiziGratis #DukungMakanBergiziGratis#DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis#DukungProgramMakanBergiziGratis ",,0,0,1,20
@dairi_polres,2026-01-08-08:55:30,Kasidokkes Polres Dairi Pastikan Keamanan Program Makan Bergizi Gratis untuk 2.992 Pelajar di Sidikalang,,0,0,0,22
@inspirasitvofc,2026-01-08-08:54:22,"kinerja kabinet yang mencatat tingkat kepuasan publik tinggi adalah program prioritas Makan Bergizi Gratis (MBG). Presiden Prabowo Subianto menyatakan bahwa upaya pemerintah dalam meningkatkan kualitas gizi anak-anak Indonesia telah mencapai tingkat keberhasilan 99,9 persen.",,0,0,0,36
@lisa_oktoraa78,2026-01-08-08:53:55,"Program Makan Bergizi Gratis tidak hanya menjamin kecukupan gizi anak-anak, tapi juga berkontribusi mencetak generasi unggul menuju Indonesia Emas 2045. #MakanBergiziGratis#MakanBergiziGratis  #IndonesiaEmas2045#IndonesiaEmas2045  #GiziAnak#GiziAnak  #GenerasiUnggul#GenerasiUnggul ",,0,0,0,14
@Perjuangan52435,2026-01-08-08:53:51,Dukung Bersama Program Makan Bergizi Gratis #ManfaatMakanBergiziGratis#ManfaatMakanBergiziGratis #MakanBergiziGratis#MakanBergiziGratis ,,0,0,1,13
@lisa_oktoraa78,2026-01-08-08:53:48,"Program Makan Bergizi Gratis tidak hanya menjamin kecukupan gizi anak-anak, tapi juga berkontribusi mencetak generasi unggul menuju Indonesia Emas 2045. #MakanBergiziGratis#MakanBergiziGratis  #IndonesiaEmas2045#IndonesiaEmas2045  #GiziAnak#GiziAnak  #GenerasiUnggul#GenerasiUnggul ",,0,0,0,19
@Perjuangan52435,2026-01-08-08:53:42,Dukung Bersama Program Makan Bergizi Gratis #ManfaatMakanBergiziGratis#ManfaatMakanBergiziGratis #MakanBergiziGratis#MakanBergiziGratis ,,0,0,1,12
@lisa_oktoraa78,2026-01-08-08:53:40,"Program Makan Bergizi Gratis tidak hanya menjamin kecukupan gizi anak-anak, tapi juga berkontribusi mencetak generasi unggul menuju Indonesia Emas 2045. #MakanBergiziGratis#MakanBergiziGratis  #IndonesiaEmas2045#IndonesiaEmas2045  #GiziAnak#GiziAnak  #GenerasiUnggul#GenerasiUnggul ",,0,0,0,13
@lisa_oktoraa78,2026-01-08-08:53:29,"Program Makan Bergizi Gratis tidak hanya menjamin kecukupan gizi anak-anak, tapi juga berkontribusi mencetak generasi unggul menuju Indonesia Emas 2045. #MakanBergiziGratis#MakanBergiziGratis  #IndonesiaEmas2045#IndonesiaEmas2045  #GiziAnak#GiziAnak  #GenerasiUnggul#GenerasiUnggul ",,0,0,0,13
@RezhaArdia66905,2026-01-08-08:50:04,Dukung Program Pemerintah Makan Bergizi Gratis #PenuhiGiziIndonesia#PenuhiGiziIndonesia ,,0,0,0,12
@Anggraini01824,2026-01-08-08:50:03,Dukung Program Pemerintah Makan Bergizi Gratis #PenuhiGiziIndonesia#PenuhiGiziIndonesia ,,0,0,0,10
@RezhaArdia66905,2026-01-08-08:49:56,"Bergizi gratis bukan sekedar makan, tapi Investasi untuk masa depan #PenuhiGiziIndonesia#PenuhiGiziIndonesia ",,0,0,0,8
@Anggraini01824,2026-01-08-08:49:55,"Bergizi gratis bukan sekedar makan, tapi Investasi untuk masa depan #PenuhiGiziIndonesia#PenuhiGiziIndonesia ",,0,0,0,6
@InformaPrintech,2026-01-08-08:46:54,Mari Dukung Program makan bergizi gratis untuk indonesia yang semakin sehat dan bergizi#mbg#mbg #indo#indo  #IndonesiaMaju#IndonesiaMaju  #IndonesiaSehat#IndonesiaSehat ,,0,0,0,24
@OfficialPapua_,2026-01-08-08:46:16,Makan Bergizi Gratis Memberikan Dampak Positif Bagi Anak Papua,,0,0,0,16
@conceplt,2026-01-08-08:43:39,Makan Bergizi Gratis Memberikan Dampak Positif Bagi Anak Papua,,0,0,0,10
@Perjuangan52435,2026-01-08-08:41:15,Dukung Bersama Program Makan Bergizi Gratis #ManfaatMakanBergiziGratis#ManfaatMakanBergiziGratis #MakanBergiziGratis#MakanBergiziGratis ,,0,0,1,8
@Perjuangan52435,2026-01-08-08:41:05,Dukung Bersama Program Makan Bergizi Gratis #ManfaatMakanBergiziGratis#ManfaatMakanBergiziGratis #MakanBergiziGratis#MakanBergiziGratis ,,0,0,1,8
@nisaL00,2026-01-08-08:37:38,"Daun paan? Rakyat juga ada otaknya meski ada yg ga sekolah tinggi. Yg dimakan faun ya sayuran, mau itu sayuran liar atau beli di tukang sayur. Ya itu kan yg bisa di makan. Lebih bergizi dari MBG bahkan.
 Masalahnya apa? Kalo makan daun sawit baru bahas ramein.",,0,0,0,298
@sodaramalut009,2026-01-08-08:36:42,"Dari desa-desa di pegunungan Papua hingga pelosok Nusa Tenggara, Makan Bergizi Gratis telah menjadi bukti nyata kehadiran negara untuk anak-anak bangsa.#PenuhiGiziIndonesia#PenuhiGiziIndonesia  #DariMBGUntukIndonesiaHebat#DariMBGUntukIndonesiaHebat ",,0,0,0,24
@sodaramalut009,2026-01-08-08:36:11,"Bagi anak-anak di daerah terpencil, program Makan Bergizi Gratis bukan sekadar mabelajar tapi harapan #PenuhiGiziIndonesia#PenuhiGiziIndonesia  #DariMBGUntukIndonesiaHebat#DariMBGUntukIndonesiaHebat ",,0,0,0,7
@semamalut008,2026-01-08-08:33:42,"Program Makan Bergizi Gratis (MBG) tidak hanya berdampak pada peningkatan gizi anak, tetapi juga mendorong perputaran ekonomi lokal melalui pelibatan UMKM dan petani setempat. #PenuhiGiziIndonesia#PenuhiGiziIndonesia  #DariMBGUntukIndonesiaHebat#DariMBGUntukIndonesiaHebat ",,0,0,0,17
@semamalut008,2026-01-08-08:32:44,"Program Makan Bergizi Gratis mendukung tumbuh kembang anak secara optimal, sebagai fondasi bagi terwujudnya Indonesia Emas 2045. #PenuhiGiziIndonesia#PenuhiGiziIndonesia  #DariMBGUntukIndonesiaHebat#DariMBGUntukIndonesiaHebat ",,0,0,0,20
@semamalut008,2026-01-08-08:31:04,"Program Makan Bergizi Gratis (MBG) hadir sebagai langkah strategis membentuk generasi sehat, cerdas, dan berdaya saing tinggi demi terwujudnya visi Indonesia Emas 2045. #PenuhiGiziIndonesia#PenuhiGiziIndonesia  #DariMBGUntukIndonesiaHebat#DariMBGUntukIndonesiaHebat ",,0,0,0,17
@umitatDlanor24,2026-01-08-08:27:43,"Sarankan jgn berlebihan bgt bro, sbb bs kacau kebijakan yg dia ambil nanti, sprt itu MBG yg gk jls sasaran bhkn mayoritas anak"" orang mampu n Kaya yg dipaksa makan MBG n mmg bs bertahan jk keracunan #MBG#MBG  krn mrk sdh sarapan bergizi di rumah.
Tp yg miskin mgkn bs parah akibatnya.",,0,1,1,30
@olieverra,2026-01-08-08:26:05,"Program Makan Bergizi Gratis (MBG) bukan hanya memberikan manfaat bagi penerima makanannya, tapi juga menjadi momentum bagi pertumbuhan ekonomi lokal!
 #SupportProgramMBG#SupportProgramMBG  #UMKMTumbuhBersama#UMKMTumbuhBersama  #GotongRoyongModern#GotongRoyongModern ",,0,0,0,19
